Country,Preservation Requests,Preservation Accounts Preserved,Total Requests,Number of Requests Where Some Data Produced,Total Requests Accounts,Total Requests Percentage,Legal Process Request Total,Legal Number of Requests Where Some Data Produced,Legal Process Request Total Accounts,Legal Process Request Total Percentage,Emergency Request Total,ER Number of Requests Where Some Data Produced,Emergency Request Total Accounts,Emergency Request Total Percentage,Search Warrant,Search Warrant Accounts,Search Warrant Percentage,Subpoena,Subpoena Accounts,Subpoena Percentage,Court Order (Other),Court Order (Other) Accounts,Court Order (Other) Percentage,MLAT Search Warrant,MLAT Search Warrant Accounts,MLAT Search Warrant Percentage,MLAT Order,MLAT Order Accounts,MLAT Order Percentage,Court Order (18 USC 2703(d)),Court Order (18 USC 2703(d)) Accounts,Court Order (18 USC 2703(d)) Percentage,Pen Register/Trap and Trace,Pen Register/Trap and Trace Accounts,Pen Register/Trap and Trace Percentage,Title III,Title III Accounts,Title III Percentage,FISA Content Requests,FISA Content Requests Accounts,FISA Content Requests Percentage,FISA Non-Content Requests,FISA Non-Content Requests Accounts,FISA Non-Content Requests Percentage,NSLs,NSLs Accounts,NSLs Percentage
Romania,28,99,183,98,439,54%,166,94,404,57%,17,4,35,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,5,11,8,0,8,0%,5,0,4,0%,3,0,4,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Barthelemy,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Helena,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Martin,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,0,0,3,0,4,0%,2,0,3,0%,1,0,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,1,1,182,138,334,76%,155,121,301,78%,27,17,33,63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,1,2,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,14,18,560,429,722,77%,557,426,716,76%,3,3,6,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,1,1,16,6,18,38%,9,1,11,11%,7,5,7,71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,49,63,27,15,37,56%,27,15,37,56%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,16,68,25,15,36,60%,9,3,10,33%,16,12,26,75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Georgia and the South Sandwich Islands,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,112,186,532,232,851,44%,424,159,750,38%,108,73,101,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,178,311,"1,373",850,"2,007",62%,"1,357",839,"1,966",62%,16,11,41,69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,9,9,44,14,67,32%,24,8,38,33%,20,6,29,30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,0,0,52,0,76,0%,52,0,76,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Svalbard and Jan Mayen,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,2,9,2,0,11,0%,2,0,11,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,59,105,330,304,548,92%,316,292,526,92%,14,12,22,86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,103,182,189,121,318,64%,135,76,248,56%,54,45,70,83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syria,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,66,100,"1,121",815,"1,957",73%,"1,032",776,"1,852",75%,89,39,105,44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,15,23,107,76,125,71%,89,60,107,67%,18,16,18,89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Bahamas,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Gambia,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokelau,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,0,0,1,1,1,100%,1,1,1,100%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,0,0,2,0,4,0%,2,0,4,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,0,0,1,1,3,100%,0,0,0,0%,1,1,3,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,8,10,"4,306","3,395","5,481",79%,"4,291","3,384","5,462",79%,15,11,19,73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,0,0,2,0,2,0%,1,0,1,0%,1,0,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,4,6,35,23,40,66%,8,0,9,0%,27,23,31,85%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,6,14,13,9,15,69%,2,0,3,0%,11,9,12,82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,481,794,"8,378","7,411","9,885",88%,"5,910","5,320","7,425",90%,"2,468","2,091","2,460",85%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,"65,839","110,870","51,121","44,744","82,321",88%,"47,958","42,302","77,914",88%,"3,163","2,442","4,407",77%,"29,096","44,114",88%,"8,682","17,493",84%,"1,748","2,198",89%,,,,,,,931,"2,178",91%,"7,182","11,491",94%,319,440,94%,,,,,,,,,
United States Minor Outlying Islands,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,48,75,18,4,46,22%,11,1,36,9%,7,3,10,43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US Virgin Islands,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vatican City,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,1,1,1,0,2,0%,1,0,2,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,4,4,1,1,1,100%,0,0,0,0%,1,1,1,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wallis and Futuna,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Sahara,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,3,3,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
